,action_instances,id,nl_command_statment
117,"[{'id': 600591, 'name': 'any new issue', 'params': {}}, {'alternative': {'id': 601535, 'name': 'post message', 'params': {'text': '<return1>.IssueTitle', 'user name': 'sandrinha'}}, 'condition': '<return1>.RepositoryName == FinanceSystem', 'consequent': {'id': 601535, 'name': 'post message', 'params': {'text': '<return1>.IssueTitle', 'user name': 'johnjohn'}}}]",3203,"For every GitHub issue: get its repository name. If the name is FinanceSystem, copy issue title into a Skype message to John. If not, send the same message to the Tech Manager."
118,"[{'id': 600591, 'name': 'any new issue', 'params': {}}, {'alternative': {'id': 601535, 'name': 'post message', 'params': {'text': '<return1>.IssueBody', 'user name': 'johnjohn'}}, 'condition': '<return1>.RepositoryName != FinanceSystem', 'consequent': {'id': 601535, 'name': 'post message', 'params': {'text': '<return1>.IssueBody', 'user name': 'sandrinha'}}}]",3204,"If an issue is created, send its content to the Tech Manager, except if the repository name is FinanceSystem. In this case, write the message to John."
119,"[{'id': 601206, 'name': 'new article in section', 'params': {'section': 'Politics'}}, {'alternative': None, 'condition': '<return1>.Author == Alexander Maximus', 'consequent': [{'id': 600187, 'name': 'add a bitlink', 'params': {'url': '<return1>.ArticleUrl'}}, {'id': 601732, 'name': 'post a tweet', 'params': {'tweet text': '<return2>'}}]}]",3301,"If you find news written by Alexander Maximus in the Politics section of The New York Times, get the URL, shorten it and post on my Twitter."
120,"[{'id': 601206, 'name': 'new article in section', 'params': {'section': 'Politics'}}, {'id': 600187, 'name': 'add a bitlink', 'params': {'url': '<return1>.ArticleUrl'}}, {'id': 601732, 'name': 'post a tweet', 'params': {'tweet text': '<return2>'}}]",3302,"Capture news from The New York Times, in the Politics section. After that, shorten the link with Bitly and publish it on my Twitter."
121,"[{'id': 601206, 'name': 'new article in section', 'params': {'section': 'Politics'}}, {'block': [{'id': 600187, 'name': 'add a bitlink', 'params': {'url': '<item>.ArticleUrl'}}, {'id': 601732, 'name': 'post a tweet', 'params': {'tweet text': '<return2>'}}], 'list': '<return1>'}]",3303,For all new article about Politics in the NYT. Shorten the link with Bitly and publish it on Twitter.
122,"[{'id': 601206, 'name': 'new article in section', 'params': {'section': 'Politics'}}, {'block': [{'id': 600187, 'name': 'add a bitlink', 'params': {'url': '<item>.ArticleUrl'}}, {'id': 601732, 'name': 'post a tweet', 'params': {'tweet text': '<return2>'}}], 'list': '<return1>'}]",3304,"For each new article in the Politics section in The New York Times, reduce the URL using Bitly and post it in a tweet."
123,"[{'alternative': None, 'condition': {'id': 600352, 'name': 'new item from search', 'params': {'max price': '400 Euro', 'search terms': 'Nexus 6'}}, 'consequent': {'id': 601535, 'name': 'post message', 'params': {'text': '<return1>.url', 'user name': 'skypebrown'}}}]",3401,"Look for Nexus 6, if it costs less than 400 EUR, send the link to my son's Skype."
124,"[{'alternative': None, 'condition': {'id': 600352, 'name': 'new item from search', 'params': {'max price': '400 Euro', 'search terms': 'Nexus 6'}}, 'consequent': {'id': 601535, 'name': 'post message', 'params': {'text': 'Dear, buy the Nexus 6', 'user name': 'skypebrown'}}}]",3403,"If the smartphone Nexus 6 costs less than 400 Euro, send this message to my son in Skype:""Dear, buy the Nexus 6""."
125,"[{'alternative': None, 'condition': {'id': 600352, 'name': 'new item from search', 'params': {'max price': '400 Euro', 'search terms': 'Nexus 6'}}, 'consequent': {'id': 601535, 'name': 'post message', 'params': {'text': 'buy the phone', 'user name': 'skypebrown'}}}]",3404,"Find the price of the Nexus 6. If it costs less than 400 euros, send a message to my son in Skype asking him to buy the phone"
126,"[{'alternative': None, 'condition': {'id': 600352, 'name': 'new item from search', 'params': {'max price': '400 Euro', 'search terms': 'smartphone Nexus 6'}}, 'consequent': {'id': 601535, 'name': 'post message', 'params': {'text': 'buy the phone', 'user name': 'skypebrown'}}}]",3405,"Search for ""smartphone Nexus 6""; If its price is less than 400 EUR, send this Skype to my son: ""buy the phone""."
127,"[{'id': 601888, 'name': 'picture of the day', 'params': {}}, {'options': [{'id': 600603, 'name': 'send an email', 'params': {'body': '<return1>.PictureURL', 'to address': 'newphotos@company.com'}}, {'id': 601227, 'name': 'send email', 'params': {'body': '<return1>.PictureURL', 'recipients': 'newphotos@company.com'}}]}, {'id': 600840, 'name': 'add photo to album', 'params': {'album name': 'Wiki', 'photo url': '<return1>.PictureURL'}}]",3501,"Wherever the Wikipedia delivers a new picture of the day, send it's link to newphotos@company.com and also add it to iOS Photos in the album 'Wiki'."
128,"[{'id': 601888, 'name': 'picture of the day', 'params': {}}, {'id': 600840, 'name': 'add photo to album', 'params': {'album name': 'Wiki', 'photo url': '<return1>.PictureURL'}}, {'id': 600603, 'name': 'send an email', 'params': {'attachment url': '<return1>.PictureURL', 'body': 'This is the Wiki Photo of the day', 'to address': 'helena@university.com'}}]",3502,"If Wikipedia publishes a new picture, add it to my iOS Photos in the album 'Wiki' and attach it in an email to send to Helena with this message: This is the Wiki Photo of the day."
129,"[{'id': 601888, 'name': 'picture of the day', 'params': {}}, {'id': 600840, 'name': 'add photo to album', 'params': {'album name': 'Wiki', 'photo url': '<return1>.PictureURL'}}, {'options': [{'id': 600603, 'name': 'send an email', 'params': {'body': '<return1>.PictureURL', 'to address': 'john@company.com'}}, {'id': 601227, 'name': 'send email', 'params': {'body': '<return1>.PictureURL', 'recipients': 'john@company.com'}}]}]",3503,"When Wikipedia realese a new picture of the day, send it's url to john@company.com and also add it to my iOS Photos, in the album ""Wiki""."
130,"[{'id': 601888, 'name': 'picture of the day', 'params': {}}, {'id': 601535, 'name': 'post message', 'params': {'image url': '<return1>.PictureURL', 'user name': 'sebastianx'}}, {'id': 600840, 'name': 'add photo to album', 'params': {'image url': '<return1>.PictureURL'}}, {'options': [{'id': 600603, 'name': 'send an email', 'params': {'body': '<return1>.PictureURL', 'to address': 'john@company.com'}}, {'id': 601227, 'name': 'send email', 'params': {'body': '<return1>.PictureURL', 'recipients': 'john@company.com'}}]}]",3504,Every day: send the url of the Wikipedia image of the day to my Sykpe; also save it to my iOS Photos.
131,"[{'id': 600408, 'name': 'new final score', 'params': {'team': 'Manchester United'}}, {'alternative': None, 'condition': '<return1>.winner == Manchester United', 'consequent': [{'id': 601273, 'name': 'call my phone', 'params': {'message to say': 'We are the champions, my friends'}}, {'id': 601591, 'name': 'add track to a playlist', 'params': {'artist name': 'Michael Jackson', 'playlist name': 'celebrations', 'search query': 'Thriller'}}]}]",3601,"If Manchester United wins the game call me with ""We are the champions, my friends"" plus, In Spotify, add in ""celebrations"" playlist Thriller - Michael Jackson."
132,"[{'id': 600408, 'name': 'new final score', 'params': {'team': 'Manchester United'}}, {'alternative': None, 'condition': '<return1>.winner == Manchester United', 'consequent': [{'id': 601273, 'name': 'call my phone', 'params': {'message to say': 'We are the champions, my friends'}}, {'id': 601591, 'name': 'add track to a playlist', 'params': {'artist name': 'Michael Jackson', 'playlist name': 'celebrations', 'search query': 'Thriller'}}]}]",3602,"By winning Manchester United team call me saying: ""We are the champions, my friends"". Include the music Thriller by Michael Jackson into the Spotify playlist called ""celebrations""."
133,"[{'id': 600408, 'name': 'new final score', 'params': {'team': 'Manchester United'}}, {'alternative': None, 'condition': '<return1>.winner == Manchester United', 'consequent': [{'id': 601591, 'name': 'add track to a playlist', 'params': {'artist name': 'Michael Jackson', 'playlist name': 'celebrations', 'search query': 'Thriller'}}, {'id': 601273, 'name': 'call my phone', 'params': {'message to say': 'We are the champions, my friends'}}]}]",3603,"If Manchester United wins, put Thriller of Michael Jackson in Spotify ""celebrations"" playlist and call me to say ""we are the champions, my friends""."
134,"[{'id': 600408, 'name': 'new final score', 'params': {'team': 'Manchester United'}}, {'alternative': None, 'condition': '<return1>.winner == Manchester United', 'consequent': [{'id': 601591, 'name': 'add track to a playlist', 'params': {'artist name': 'Michael Jackson', 'playlist name': 'celebrations', 'search query': 'Thriller'}}, {'id': 601273, 'name': 'call my phone', 'params': {'message to say': 'We are the champions, my friends'}}]}]",3604,"Get ready to call me in the case of victory of Manchester United. You also should put the music ""Triller by Michael Jackson"" in the 'celebrations' playlist in Spotify."
135,"[{'id': 600408, 'name': 'new final score', 'params': {'team': 'Manchester United'}}, {'alternative': None, 'condition': '<return1>.winner == Manchester United', 'consequent': [{'id': 601591, 'name': 'add track to a playlist', 'params': {'artist name': 'Michael Jackson', 'playlist name': 'celebrations', 'search query': 'Thriller'}}, {'id': 601273, 'name': 'call my phone', 'params': {'message to say': 'We are the champions, my friends'}}]}]",3605,"Keeping track of the match of Manchester United team. In the case of the victory, call me to tell ""We are the champions, my friends"". If this happens, also add to the Spotify playlist ""celebrations"", the Michael Jackson's song Thriller."
136,"[{'id': 600408, 'name': 'new final score', 'params': {'team': 'Manchester United'}}, {'alternative': None, 'condition': '<return1>.winner == Manchester United', 'consequent': [{'id': 601591, 'name': 'add track to a playlist', 'params': {'artist name': 'Michael Jackson', 'playlist name': 'celebrations', 'search query': 'Thriller'}}, {'id': 601273, 'name': 'call my phone', 'params': {'message to say': 'We are the champions, my friends'}}, {'id': 601732, 'name': 'post a tweet', 'params': {'tweet text': '<return2>'}}]}]",3606,"In case Manchester United wins, call me saying ""We are the champions, my friends"" and include the music Thriller by Michael Jackson in the Spotify playlist called ""celebrations""."
137,"[{'alternative': None, 'condition': {'id': 601684, 'name': 'new story from section', 'params': {'which section?': 'business'}}, 'consequent': {'options': [{'id': 600603, 'name': 'send an email', 'params': {'body': '<return1>.description', 'to address': 'john@fam.com'}}, {'id': 601227, 'name': 'send email', 'params': {'body': '<return1>.description', 'recipients': 'john@fam.com'}}]}}]",3701,"Check news at Time.com and if it talks about business, forward it's description to John's email."
138,"[{'alternative': None, 'condition': {'id': 601684, 'name': 'new story from section', 'params': {'which section?': 'business'}}, 'consequent': {'options': [{'id': 600603, 'name': 'send an email', 'params': {'body': '<return1>.Headline', 'to address': 'john@fam.com'}}, {'id': 601227, 'name': 'send email', 'params': {'body': '<return1>.Headline', 'recipients': 'john@fam.com'}}]}}]",3702,"When you find a new article published at Time related to business, forward it's title to my friend John by email."
139,"[{'block': {'id': 600603, 'name': 'send an email', 'params': {'attachment url': '<item>.ThumbnailURL', 'body': 'Hi Frank, please check if image is important for our startup.', 'to address': 'john@fam.com'}}, 'list': {'id': 601684, 'name': 'new story from section', 'params': {'which section?': 'business'}}}]",3703,"Get every news related to business at Time and send their image attached by email to John with this message: Hi John, please check if image is important for our startup."
140,"[{'block': {'options': [{'id': 600603, 'name': 'send an email', 'params': {'body': '<item>', 'to address': 'john@fam.com'}}, {'id': 601227, 'name': 'send email', 'params': {'body': '<item>', 'recipients': 'john@fam.com'}}]}, 'list': {'id': 601684, 'name': 'new story from section', 'params': {'which section?': 'business'}}}]",3704,"For each news published at Time in the business section, send the news to John Sanders by email."
141,"[{'alternative': None, 'condition': {'id': 601684, 'name': 'new story from section', 'params': {'which section?': 'business'}}, 'consequent': {'options': [{'id': 600603, 'name': 'send an email', 'params': {'body': '<return1>', 'to address': 'john@fam.com'}}, {'id': 601227, 'name': 'send email', 'params': {'body': '<return1>', 'recipients': 'john@fam.com'}}]}}]",3705,"Look for news related to business in Time.com. Whatever you find, put it's image attached to John with this message: ""Hi John, please check this image. Thanks"""
142,"[{'id': 601684, 'name': 'new story from section', 'params': {'which section?': 'business'}}, {'id': 600603, 'name': 'send an email', 'params': {'attachment url': '<item>.ThumbnailURL', 'body': 'Hi Frank, please check this image. Thanks', 'to address': 'john@fam.com'}}]",3706,Monitor and submit business articles from Time.com to my college John by email.
143,"[{'id': 700008, 'name': 'tweets from search', 'params': {'search for': '#FinSysFail'}}, {'id': 600596, 'name': 'create an issue', 'params': {'body': '<item>.text', 'repository': 'FinSys'}}, {'block': {'id': 600596, 'name': 'create an issue', 'params': {'body': '<item>.text', 'repository': 'FinSys'}}, 'list': {'id': 700008, 'name': 'tweets from search', 'params': {'search for': '#FinSysFail'}}}]",3801,"Create issues on GitHub with the content of the tweets that containing #FinSysFail. The issue's repository is ""FinSys"""
144,"[{'id': 700008, 'name': 'tweets from search', 'params': {'search for': '#FinSysFail'}}, {'id': 600596, 'name': 'create an issue', 'params': {'body': '<item>.text', 'repository': 'FinSys'}}, {'block': {'id': 600596, 'name': 'create an issue', 'params': {'body': '<item>.text', 'repository': 'FinSys'}}, 'list': {'id': 700008, 'name': 'tweets from search', 'params': {'search for': '#FinSysFail'}}}]",3802,"Check the tweets with the hashtag ""#FinSysFail"". If found, then copy the message and transform it into a GitHub issue under the project FinSys."
145,"[{'id': 700008, 'name': 'tweets from search', 'params': {'search for': '#FinSysFail'}}, {'id': 600596, 'name': 'create an issue', 'params': {'body': '<item>.text', 'repository': 'FinSys'}}, {'block': {'id': 600596, 'name': 'create an issue', 'params': {'body': '<item>.text', 'repository': 'FinSys'}}, 'list': {'id': 700008, 'name': 'tweets from search', 'params': {'search for': '#FinSysFail'}}}]",3803,"Check the hashtag #FinSysFail. For each tweet, open a new issue with the tweet content for the system FinSys."
146,"[{'id': 700008, 'name': 'tweets from search', 'params': {'search for': '#FinSysFail'}}, {'id': 600596, 'name': 'create an issue', 'params': {'body': '<item>.text', 'repository': 'FinSys'}}, {'block': {'id': 600596, 'name': 'create an issue', 'params': {'body': '<item>.text', 'repository': 'FinSys'}}, 'list': {'id': 700008, 'name': 'tweets from search', 'params': {'search for': '#FinSysFail'}}}]",3804,"For every tweet with ""#FinSysFail"", create a new issue in the GitHub repository FinSys."
147,"[{'options': [{'id': 600831, 'name': 'enter an area', 'params': {'locate an area': 'Central Park'}}, {'id': 600089, 'name': 'you enter an area', 'params': {'locate an area': 'Central Park'}}]}, {'options': [{'id': 601524, 'name': 'open garage door', 'params': {'which garage door?': 'main garage door'}}, {'id': 600539, 'name': 'open garage door', 'params': {'which door?': 'main garage door'}}]}]",3901,Open the main garage door every time I arrive at Central Park.
148,"[{'options': [{'id': 600831, 'name': 'enter an area', 'params': {'locate an area': 'Central Park'}}, {'id': 600089, 'name': 'you enter an area', 'params': {'locate an area': 'Central Park'}}]}, {'options': [{'id': 601524, 'name': 'open garage door', 'params': {'which garage door?': 'main garage door'}}, {'id': 600539, 'name': 'open garage door', 'params': {'which door?': 'main garage door'}}]}]",3902,Open the garage door when passing through Central Park
149,"[{'options': [{'id': 600831, 'name': 'enter an area', 'params': {'locate an area': 'Central Park'}}, {'id': 600089, 'name': 'you enter an area', 'params': {'locate an area': 'Central Park'}}]}, {'options': [{'id': 601524, 'name': 'open garage door', 'params': {'which garage door?': 'main garage door'}}, {'id': 600539, 'name': 'open garage door', 'params': {'which door?': 'main garage door'}}]}]",3903,"If I arrive in Central Park, open my garage."
150,"[{'options': [{'id': 600831, 'name': 'enter an area', 'params': {'locate an area': 'Central Park'}}, {'id': 600089, 'name': 'you enter an area', 'params': {'locate an area': 'Central Park'}}]}, {'options': [{'id': 601524, 'name': 'open garage door', 'params': {'which garage door?': 'main garage door'}}, {'id': 600539, 'name': 'open garage door', 'params': {'which door?': 'main garage door'}}]}]",3904,Open the door always when reached Central Park.
151,"[{'options': [{'id': 600831, 'name': 'enter an area', 'params': {'locate an area': 'Central Park'}}, {'id': 600089, 'name': 'you enter an area', 'params': {'locate an area': 'Central Park'}}]}, {'options': [{'id': 601524, 'name': 'open garage door', 'params': {'which garage door?': 'main garage door'}}, {'id': 600539, 'name': 'open garage door', 'params': {'which door?': 'main garage door'}}]}]",3905,Open the garage door when I arrive in Central Park.
152,"[{'id': 601791, 'name': 'air quality changed', 'params': {'device': 'RoomA', 'what air quality range?': 'poor'}}, {'options': [{'id': 600913, 'name': 'change light color', 'params': {'which color?': 'red', 'which device?': 'Kitchen'}}, {'id': 600528, 'name': 'change color', 'params': {'color': 'red', 'which device?': 'Kitchen'}}, {'id': 600768, 'name': 'change color', 'params': {'color value or name': 'red', 'which lights?': 'Kitchen'}}, {'id': 600007, 'name': 'change color', 'params': {'select a color': 'red', 'which device?': 'Kitchen'}}]}]",4001,"Check the air quality in the device ""RoomA"". if it is poor, turn on the red light in the Kitchen."
153,"[{'id': 601791, 'name': 'air quality changed', 'params': {'device': 'RoomA', 'what air quality range?': 'poor'}}, {'options': [{'id': 600913, 'name': 'change light color', 'params': {'which color?': 'red', 'which device?': 'Kitchen'}}, {'id': 600528, 'name': 'change color', 'params': {'color': 'red', 'which device?': 'Kitchen'}}, {'id': 600768, 'name': 'change color', 'params': {'color value or name': 'red', 'which lights?': 'Kitchen'}}, {'id': 600007, 'name': 'change color', 'params': {'select a color': 'red', 'which device?': 'Kitchen'}}]}]",4002,Turn on the red light if the air quality is poor in RoomA.
154,"[{'id': 601791, 'name': 'air quality changed', 'params': {'device': 'RoomA', 'what air quality range?': 'poor'}}, {'options': [{'id': 600913, 'name': 'change light color', 'params': {'which color?': 'red', 'which device?': 'Kitchen'}}, {'id': 600528, 'name': 'change color', 'params': {'color': 'red', 'which device?': 'Kitchen'}}, {'id': 600768, 'name': 'change color', 'params': {'color value or name': 'red', 'which lights?': 'Kitchen'}}, {'id': 600007, 'name': 'change color', 'params': {'select a color': 'red', 'which device?': 'Kitchen'}}]}]",4003,"Please turn on the red light when the air quality is poor in the in ""RoomA"" device."
155,"[{'id': 601791, 'name': 'air quality changed', 'params': {'device': 'RoomA', 'what air quality range?': 'poor'}}, {'options': [{'id': 600913, 'name': 'change light color', 'params': {'which color?': 'red', 'which device?': 'Kitchen'}}, {'id': 600528, 'name': 'change color', 'params': {'color': 'red', 'which device?': 'Kitchen'}}, {'id': 600768, 'name': 'change color', 'params': {'color value or name': 'red', 'which lights?': 'Kitchen'}}, {'id': 600007, 'name': 'change color', 'params': {'select a color': 'red', 'which device?': 'Kitchen'}}]}]",4004,Check the rating of air quality in the RoomA equipament. If air quality is poor turn on red light.
156,"[{'id': 601791, 'name': 'air quality changed', 'params': {'device': 'RoomA', 'what air quality range?': 'poor'}}, {'options': [{'id': 600913, 'name': 'change light color', 'params': {'which color?': 'red', 'which device?': 'Kitchen'}}, {'id': 600528, 'name': 'change color', 'params': {'color': 'red', 'which device?': 'Kitchen'}}, {'id': 600768, 'name': 'change color', 'params': {'color value or name': 'red', 'which lights?': 'Kitchen'}}, {'id': 600007, 'name': 'change color', 'params': {'select a color': 'red', 'which device?': 'Kitchen'}}]}]",4005,"Verify the air quality in the sensor named ""RoomA"". If it is poor, turn on the red light."
157,"[{'id': 601791, 'name': 'air quality changed', 'params': {'device': 'RoomA', 'what air quality range?': 'poor'}}, {'options': [{'id': 600913, 'name': 'change light color', 'params': {'which color?': 'red', 'which device?': 'Kitchen'}}, {'id': 600528, 'name': 'change color', 'params': {'color': 'red', 'which device?': 'Kitchen'}}, {'id': 600768, 'name': 'change color', 'params': {'color value or name': 'red', 'which lights?': 'Kitchen'}}, {'id': 600007, 'name': 'change color', 'params': {'select a color': 'red', 'which device?': 'Kitchen'}}]}]",4006,"When the air quality in the sensor called ""RoomA"" is poor, make the light red."
158,"[{'id': 601791, 'name': 'air quality changed', 'params': {'device': 'RoomA', 'what air quality range?': 'poor'}}, {'options': [{'id': 600913, 'name': 'change light color', 'params': {'which color?': 'red', 'which device?': 'Kitchen'}}, {'id': 600528, 'name': 'change color', 'params': {'color': 'red', 'which device?': 'Kitchen'}}, {'id': 600768, 'name': 'change color', 'params': {'color value or name': 'red', 'which lights?': 'Kitchen'}}, {'id': 600007, 'name': 'change color', 'params': {'select a color': 'red', 'which device?': 'Kitchen'}}]}]",4007,Turn on a red light when the quality of the air is poor.
159,"[{'options': [{'id': 503830, 'name': 'widget-search-json-1', 'params': {'search': 'movie'}}, {'id': 502654, 'name': 'quote', 'params': {'category': 'movie'}}, {'id': 502832, 'name': 'quote', 'params': {'genre': 'movie'}}]}, {'id': 700006, 'name': 'search image on Flickr', 'params': {'query': 'Einstein'}}, {'id': 600431, 'name': 'create a link post', 'params': {'link url': '<return2>.image_url', 'message': '<return1>'}}]",4101,Get any movie quotation. Also get any Einstein image. Publish both on my Facebook page now.
160,"[{'options': [{'id': 503830, 'name': 'widget-search-json-1', 'params': {'search': 'movie'}}, {'id': 502654, 'name': 'quote', 'params': {'category': 'movie'}}, {'id': 502832, 'name': 'quote', 'params': {'genre': 'movie'}}]}, {'id': 700006, 'name': 'search image on Flickr', 'params': {'query': 'Einstein'}}, {'id': 600431, 'name': 'create a link post', 'params': {'link url': '<return2>.image_url', 'message': '<return1>'}}]",4102,Find a quote from a movie and a photo of Einstein. Create a post on my Facebook account with them.
161,"[{'options': [{'id': 503830, 'name': 'widget-search-json-1', 'params': {'search': 'science'}}, {'id': 502654, 'name': 'quote', 'params': {'category': 'science'}}, {'id': 502832, 'name': 'quote', 'params': {'genre': 'science'}}]}, {'id': 700006, 'name': 'search image on Flickr', 'params': {'query': 'Paris'}}, {'id': 600603, 'name': 'send an email', 'params': {'attachment url': '<return2>.image_url', 'body': '<return1>', 'subject': None, 'to address': 'maria@hotmail.com'}}]",4104,"Get a quote about science. Get a photo of Paris. Attach the photo in an email, write the quote and send to maria@hotmail.com."
162,"[{'options': [{'id': 503830, 'name': 'widget-search-json-1', 'params': {'search': 'politics'}}, {'id': 502654, 'name': 'quote', 'params': {'category': 'politics'}}, {'id': 502832, 'name': 'quote', 'params': {'genre': 'politics'}}]}, {'id': 700006, 'name': 'search image on Flickr', 'params': {'query': 'book'}}, {'id': 600431, 'name': 'create a link post', 'params': {'link url': '<return2>.image_url', 'message': '<return1>'}}]",4105,Get a citation from politics and the photo of a book. Include them in a Facebook post and submit.
163,"[{'id': 700011, 'name': 'any new post by someone', 'params': {'user': 'my son on Facebook'}}, {'alternative': None, 'condition': {'options': [{'id': 503641, 'name': 'porn-filter-by-image-url', 'params': {'search': '<return1>.FirstLinkUrl'}}, {'id': 502456, 'name': 'detect-nudity-in-web-hosted-image', 'params': {'category': '<return1>.FirstLinkUrl'}}, {'id': 503187, 'name': 'nudity-check', 'params': {'genre': '<return1>.FirstLinkUrl'}}, {'id': 503063, 'name': 'nudity-detection-on-public-url', 'params': {'genre': '<return1>.FirstLinkUrl'}}]}, 'consequent': {'id': 601535, 'name': 'post message', 'params': {'text': '<return1>.FirstLinkUrl', 'user name': 'sebastianx'}}}]",4201,"For every post from my son on Facebook, check if it contains a pornographic photo. If it is porn, send it to my Skype immediately."
164,"[{'options': [{'id': 601225, 'name': 'new email from', 'params': {""sender's address"": 'juan@mail.cl'}}, {'id': 600599, 'name': 'new email in inbox from', 'params': {'email address': 'juan@mail.cl'}}]}, {'alternative': None, 'condition': {'options': [{'id': 503641, 'name': 'porn-filter-by-image-url', 'params': {'search': '<return1>.attachment'}}, {'id': 502456, 'name': 'detect-nudity-in-web-hosted-image', 'params': {'category': '<return1>.attachment'}}, {'id': 503187, 'name': 'nudity-check', 'params': {'genre': '<return1>.attachment'}}, {'id': 503063, 'name': 'nudity-detection-on-public-url', 'params': {'genre': '<return1>.attachment'}}]}, 'consequent': {'id': 601535, 'name': 'post message', 'params': {'text': '<return1>.attachment', 'user name': 'sebastianx'}}}]",4202,"Get the attached image from a new email from juan@mail.cl. Check if the photo is porn. In the case of positive answer, send the photo to my Skype."
165,"[{'id': 503062, 'name': 'search', 'params': {'depart-date': '2016-11-20', 'from': 'MUC', 'return-date': '2016-12-1', 'to': 'LIS'}}]",4301,Find me a flight from the Munich International Airport to Lisbon leaving on 20 November and returning on 1st of December.
166,"[{'id': 503062, 'name': 'search', 'params': {'depart-date': '2016-11-20', 'from': 'MUC', 'return-date': '2016-12-10', 'to': 'LIS'}}]",4302,List flights from MUC to LIS departing on 20 Nov and returning on 10 Dec.
167,"[{'id': 503062, 'name': 'search', 'params': {'depart-date': '2016-11-20', 'from': 'MUC', 'return-date': '2016-12-23', 'to': 'LIS'}}]",4303,"Show all tickets on 20 Nov from Munich, Germany to Lisbon, Portugal. Also get the return ticket on 23 Dec."
168,"[{'id': 503062, 'name': 'search', 'params': {'depart-date': '2016-11-21', 'from': 'MUC', 'return-date': '2016-12-12', 'to': 'LIS'}}]",4304,Search for air tickets to travel from Munich to Lisbon on 21 Nov and going back on 12 Dec.
169,"[{'id': 503062, 'name': 'search', 'params': {'depart-date': '2016-11-20', 'from': 'MUC', 'to': 'LIS'}}]",4305,"I'm in Munich, and I want to go to Lisbon. Please, find a flight on 20 Nov."
170,"[{'id': 700002, 'name': 'read file content', 'params': {'file': 'job-application.doc'}}, {'id': 502335, 'name': 'check', 'params': {'text': '<return1>'}}, {'options': [{'id': 600209, 'name': 'create a text file', 'params': {'content': '<return2>', 'file name': 'final-job-application.txt'}}, {'id': 600350, 'name': 'create a text file', 'params': {'content': '<return2>', 'file name': 'final-job-application.txt'}}, {'id': 600614, 'name': 'create a document', 'params': {'content': '<return2>', 'document name': 'final-job-application.txt'}}]}, {'id': 500800, 'name': 'convert-file', 'params': {'documentauthor': 'Alexander Jena', 'documentsubject': 'Job Application 2016', 'file': '<return3>', 'outputformat': 'pdf'}}, {'id': 600603, 'name': 'send an email', 'params': {'attachment url': '<return4>', 'to address': 'james@hotmail.com'}}]",4401,"Read the file ""job-application.doc"" and submit its content to the spell checker. Save the corrected content in the file ""final-job-application.txt"". Convert this file to PDF, where the author is Alexander Jena and the doc subject should be ""Job Application 2016"". Send the final PDF attached to james@hotmail.com."
171,"[{'id': 700002, 'name': 'read file content', 'params': {'file': 'job-application.doc'}}, {'id': 502335, 'name': 'check', 'params': {'text': '<return1>'}}, {'options': [{'id': 600209, 'name': 'create a text file', 'params': {'content': '<return2>', 'file name': 'final-job-application.txt'}}, {'id': 600350, 'name': 'create a text file', 'params': {'content': '<return2>', 'file name': 'final-job-application.txt'}}, {'id': 600614, 'name': 'create a document', 'params': {'content': '<return2>', 'document name': 'final-job-application.txt'}}]}, {'id': 500800, 'name': 'convert-file', 'params': {'documentauthor': 'Alexander Jena', 'documentsubject': 'Job Application 2016', 'file': '<return3>', 'outputformat': 'pdf'}}, {'id': 600603, 'name': 'send an email', 'params': {'attachment url': '<return4>', 'to address': 'james@hotmail.com'}}]",4402,"Correct the spell of the file ""job-application.pdf"" and save the results in ""final-job-application.txt"". Create a PDF from the final file and send it attached to james@hotmail.com."
172,"[{'id': 700002, 'name': 'read file content', 'params': {'file': 'job-application.doc'}}, {'id': 502335, 'name': 'check', 'params': {'text': '<return1>'}}]",4403,Apply the spellchecker in job-application.pdf. Tweet the results.
173,"[{'id': 600326, 'name': 'take snapshots', 'params': {'which camera?': 'garden'}}, {'id': 600431, 'name': 'create a link post', 'params': {'link url': '<return1>', 'message': 'This is my wonderful garden'}}]",4501,Take a snapshot of the camera located in my gardenand publish it on my Facebook along with this message: This is my wonderful garden.
174,"[{'id': 600326, 'name': 'take snapshots', 'params': {'which camera?': 'garden'}}, {'id': 600326, 'name': 'take snapshots', 'params': {'which camera?': 'garden'}}]",4502,Capture the current image of my garden camera and send to Maria Helena on Skype.
175,"[{'id': 600326, 'name': 'take snapshots', 'params': {'which camera?': 'garden'}}]",4503,Take a picture using the camera in the garden.
176,"[{'id': 503155, 'name': 'get-top-definition', 'params': {'hashtag': 'sqn'}}, {'id': 502475, 'name': 'qr-code', 'params': {'content': '<return1>'}}, {'id': 601535, 'name': 'post message', 'params': {'text': '<return2>', 'user name': 'sebastianx'}}]",4601,Get the translation of the hashtag #sqn. Convert it to a QR code and send to my Skype account.
177,"[{'id': 503155, 'name': 'get-top-definition', 'params': {'hashtag': 'wtf'}}, {'id': 601535, 'name': 'post message', 'params': {'text': '<return1>', 'user name': 'sebastianx'}}]",4602,Translate the hashtag #wtf and send to my Skype.
